x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101
0.0,0.03141075907812829,0.06279051952931337,0.09410831331851431,0.12533323356430426,0.15643446504023087,0.1873813145857246,0.21814324139654256,0.2486898871648548,0.2789911060392293,0.3090169943749474,0.33873792024529137,0.3681245526846779,0.3971478906347806,0.4257792915650727,0.45399049973954675,0.4817536741017153,0.5090414157503713,0.5358267949789967,0.5620833778521306,0.5877852522924731,0.6129070536529764,0.6374239897486896,0.6613118653236518,0.6845471059286886,0.7071067811865475,0.7289686274214116,0.7501110696304596,0.7705132427757893,0.7901550123756903,0.8090169943749475,0.8270805742745618,0.8443279255020151,0.8607420270039436,0.8763066800438637,0.8910065241883678,0.9048270524660196,0.9177546256839811,0.9297764858882513,0.9408807689542255,0.9510565162951535,0.960293685676943,0.9685831611286311,0.9759167619387473,0.9822872507286886,0.9876883405951378,0.9921147013144779,0.99556196460308,0.9980267284282716,0.9995065603657316,1.0,0.9995065603657316,0.9980267284282716,0.99556196460308,0.9921147013144778,0.9876883405951377,0.9822872507286886,0.9759167619387474,0.9685831611286312,0.9602936856769431,0.9510565162951536,0.9408807689542255,0.9297764858882515,0.9177546256839813,0.9048270524660195,0.8910065241883679,0.8763066800438635,0.8607420270039436,0.844327925502015,0.827080574274562,0.8090169943749475,0.7901550123756905,0.7705132427757893,0.7501110696304596,0.7289686274214114,0.7071067811865476,0.6845471059286888,0.6613118653236518,0.6374239897486899,0.6129070536529764,0.5877852522924732,0.5620833778521305,0.535826794978997,0.5090414157503714,0.4817536741017156,0.45399049973954686,0.4257792915650729,0.3971478906347806,0.36812455268467814,0.3387379202452913,0.3090169943749475,0.2789911060392291,0.24868988716485482,0.21814324139654231,0.18738131458572502,0.15643446504023098,0.12533323356430454,0.09410831331851435,0.06279051952931358,0.031410759078128236,1.2246467991473532e-16
0.0,0.03140688424976039,0.06278277369656536,0.09409670412558793,0.12531777246807135,0.15641516729892677,0.18735819924389013,0.21811633126622934,0.24865920880311257,0.27895668972189724,0.3089788740667756,0.3386961335664217,0.36807914087351745,0.3970988985073043,0.42572676747059546,0.4539344955130086,0.4816942450125262,0.5089786204478675,0.5357606954345602,0.5620140392980316,0.5877127431574932,0.6128314454948776,0.6373453571835958,0.6612302859524112,0.6844626602602913,0.7070195525586731,0.7288787019181846,0.7500185359974948,0.7704181923326107,0.7900575389256098,0.8089171941124921,0.8269785456905416,0.8442237692863245,0.8606358459461926,0.8761985789319366,0.8908966097050113,0.9047154330835583,0.9176414115572697,0.9296617887459644,0.9407647019885947,0.9509391940502612,0.9601752239356803,0.9684636767984346,0.9757963729362255,0.9821660758632521,0.9875664994517491,0.9919923141356356,0.9954391521701537,0.9979036119423051,0.9993832613278326,0.999876640091433,0.9993832613278326,0.9979036119423051,0.9954391521701537,0.9919923141356355,0.987566499451749,0.9821660758632521,0.9757963729362256,0.9684636767984347,0.9601752239356804,0.9509391940502613,0.9407647019885947,0.9296617887459644,0.9176414115572697,0.9047154330835583,0.8908966097050113,0.8761985789319365,0.8606358459461926,0.8442237692863245,0.8269785456905419,0.8089171941124922,0.7900575389256099,0.7704181923326107,0.7500185359974948,0.7288787019181845,0.7070195525586732,0.6844626602602916,0.6612302859524112,0.6373453571835959,0.6128314454948777,0.5877127431574933,0.5620140392980316,0.5357606954345605,0.5089786204478677,0.4816942450125265,0.4539344955130087,0.42572676747059557,0.39709889850730434,0.3680791408735176,0.3386961335664217,0.3089788740667757,0.27895668972189713,0.24865920880311254,0.2181163312662292,0.1873581992438904,0.15641516729892693,0.12531777246807158,0.09409670412558803,0.06278277369656551,0.03140688424976039,1.2246467991473532e-16
0.0,0.03139541054178241,0.06275983760377395,0.09406232828313758,0.12527199080076828,0.15635802498774928,0.18728975268140058,0.21803664800092115,0.2485683674727484,0.2788547799759028,0.3088659964777664,0.3385723995309501,0.367944672502138,0.396953828504065,0.4255712390020749,0.45376866206702826,0.4815182702466756,0.5087926780279952,0.5355649688633853,0.5618087217340495,0.5874980372243512,0.6126075630814103,0.6371125192347152,0.660988722251062,0.6842126092006829,0.7067612609110117,0.7286124245851431,0.7497445357626522,0.770136739601119,0.7897689114573344,0.8086216767478978,0.8266764300695889,0.8439153535606565,0.8603214344848951,0.8758784820211627,0.8905711432417662,0.9043849182639467,0.9173061745595156,0.9293221604085105,0.9404210174836064,0.9505917925528512,0.9598244482891846,0.9681098731760664,0.9754398904994449,0.9818072664171857,0.9872057170980004,0.9916299149228301,0.9950754937425612,0.9975390531868891,0.9990181620200702,0.9995113605402628,0.9990181620200702,0.9975390531868891,0.9950754937425612,0.99162991492283,0.9872057170980003,0.9818072664171857,0.975439890499445,0.9681098731760663,0.9598244482891849,0.9505917925528515,0.9404210174836064,0.9293221604085103,0.9173061745595155,0.9043849182639468,0.8905711432417659,0.8758784820211627,0.8603214344848951,0.8439153535606566,0.8266764300695891,0.8086216767478978,0.7897689114573344,0.770136739601119,0.7497445357626522,0.728612424585143,0.706761260911012,0.6842126092006829,0.6609887222510624,0.6371125192347152,0.6126075630814105,0.5874980372243513,0.5618087217340496,0.5355649688633854,0.5087926780279955,0.4815182702466759,0.45376866206702837,0.42557123900207494,0.39695382850406524,0.367944672502138,0.33857239953095036,0.3088659964777664,0.27885477997590274,0.24856836747274832,0.2180366480009213,0.1872897526814006,0.15635802498774956,0.1252719908007684,0.09406232828313776,0.06275983760377399,0.031395410541782534,1.2246467991473532e-16
0.0,0.03137634073025214,0.06272171680031509,0.09400519410838074,0.1251958996392461,0.15626305193225146,0.18717599145886676,0.21790421087994336,0.24841738515277587,0.2786854014582568,0.3086783889185948,0.3383667480762633,0.36772118010509347,0.39671271572467603,0.42531274378954464,0.45349303952492326,0.48122579238116836,0.5084836334794278,0.535239662621416,0.561467474836664,0.5871411864410384,0.61223546058081,0.636725532237071,0.6605872326658188,0.6837970132495893,0.7063319687370959,0.7281698598479514,0.7492891352201491,0.7696689526786585,0.7892891998041326,0.80813051378144,0.8261743005084239,0.8434027529460387,0.8597988686917436,0.875346466758826,0.8900302035450769,0.9038355879750768,0.916748995801139,0.9287576830487925,0.939849798593551,0.9500143958565386,0.9592414436074442,0.9675218358641323,0.9748474008791493,0.9812109092042517,0.986606080824998,0.9910275913583658,0.9944710773072737,0.9969331403668279,0.9984113507780359,0.9989042497256901,0.9984113507780359,0.9969331403668279,0.9944710773072737,0.9910275913583657,0.9866060808249981,0.9812109092042517,0.9748474008791495,0.9675218358641324,0.9592414436074448,0.9500143958565391,0.9398497985935512,0.9287576830487922,0.9167489958011388,0.903835587975077,0.8900302035450764,0.8753464667588261,0.8597988686917438,0.8434027529460387,0.8261743005084241,0.8081305137814399,0.7892891998041323,0.7696689526786585,0.7492891352201488,0.7281698598479515,0.706331968737096,0.6837970132495893,0.6605872326658194,0.6367255322370711,0.6122354605808104,0.5871411864410383,0.5614674748366643,0.5352396626214159,0.5084836334794283,0.48122579238116864,0.45349303952492337,0.42531274378954476,0.3967127157246763,0.3677211801050934,0.33836674807626366,0.3086783889185948,0.27868540145825693,0.24841738515277573,0.21790421087994372,0.1871759914588667,0.1562630519322518,0.12519589963924616,0.094005194108381,0.06272171680031507,0.031376340730252375,1.2246467991473532e-16
0.0,0.03134967942910076,0.06266842050949771,0.09392531542490183,0.12508951739372237,0.1561302711111157,0.1870169431007584,0.2177190519463899,0.24820629837329006,0.2784485951500053,0.3084160967808138,0.33807922895962594,0.3674087177562553,0.396375618506251,0.4249513443757896,0.4531076945734269,0.4808168821808748,0.508051561575336,0.5347848554163311,0.560990381170388,0.5866422771474193,0.6117152280230866,0.6361844898219694,0.6600259143368816,0.6832159729602386,0.705731779903948,0.7275511147849218,0.748652444553914,0.7690149447460366,0.7886185200319938,0.8074438240497475,0.8254722784970377,0.842686091465928,0.8590682750012653,0.8746026618657476,0.8892739214950265,0.9030675751271315,0.9159700100912561,0.9279684932418195,0.9390511835245473,0.9492071436621595,0.9584263509481444,0.9666997071379597,0.9740190474278997,0.980377148512773,0.9857677357144321,0.9901854891741214,0.9936260491025388,0.9960860200824191,0.9975629744193999,0.9980554545378668,0.9975629744193999,0.9960860200824191,0.9936260491025388,0.9901854891741215,0.9857677357144322,0.9803771485127732,0.9740190474279,0.9666997071379603,0.9584263509481452,0.9492071436621601,0.9390511835245475,0.9279684932418192,0.9159700100912558,0.9030675751271316,0.8892739214950264,0.8746026618657479,0.8590682750012657,0.8426860914659279,0.8254722784970377,0.8074438240497472,0.7886185200319936,0.7690149447460364,0.7486524445539138,0.7275511147849222,0.7057317799039479,0.6832159729602388,0.6600259143368825,0.6361844898219696,0.6117152280230869,0.5866422771474192,0.5609903811703881,0.534784855416331,0.5080515615753366,0.4808168821808752,0.4531076945734269,0.42495134437578974,0.39637561850625136,0.3674087177562553,0.3380792289596262,0.3084160967808139,0.2784485951500055,0.24820629837329009,0.21771905194639016,0.18701694310075848,0.15613027111111585,0.12508951739372248,0.09392531542490207,0.06266842050949775,0.03134967942910101,1.2246467991473532e-16
0.0,0.03131543308901648,0.06259996162633215,0.09382271155930755,0.12495286980332715,0.15595971465059374,0.1868126460887446,0.21748121599937012,0.24793515820662956,0.27814441834631365,0.30807918352587227,0.3377099117461414,0.36700736105572906,0.39594261840929,0.42448712820121315,0.45261272044655354,0.480291638581409,0.5074965668552966,0.5342006572885019,0.5603775561677903,0.5860014300543429,0.6110469912782421,0.6354895228943466,0.659304903074934,0.6824696289150324,0.7049608396269496,0.7267563391011067,0.7478346178109286,0.7681748740401385,0.7877570344115469,0.8065617736970502,0.8245705338892977,0.8417655425162033,0.8581298301802308,0.8736472473051415,0.8883024800736714,0.9020810655404274,0.9149694059050617,0.9269547819316624,0.9380253655011037,0.9481702312839699,0.9573793675225383,0.9656436859111742,0.972955030565391,0.9793061860707238,0.984690884603474,0.9891038121162906,0.9925406135824996,0.9949978972939829,0.996473238208389,0.9969651803423552,0.996473238208389,0.9949978972939829,0.9925406135824996,0.989103812116291,0.9846908846034741,0.9793061860707241,0.9729550305653913,0.9656436859111752,0.957379367522539,0.9481702312839707,0.9380253655011037,0.9269547819316621,0.9149694059050613,0.9020810655404272,0.8883024800736716,0.8736472473051419,0.8581298301802313,0.8417655425162033,0.8245705338892972,0.8065617736970498,0.7877570344115465,0.7681748740401378,0.7478346178109284,0.726756339101107,0.7049608396269492,0.6824696289150328,0.6593049030749346,0.6354895228943471,0.611046991278242,0.586001430054343,0.5603775561677901,0.534200657288502,0.5074965668552973,0.4802916385814095,0.45261272044655343,0.42448712820121337,0.3959426184092903,0.36700736105572923,0.3377099117461415,0.3080791835258725,0.27814441834631376,0.24793515820662987,0.21748121599937015,0.18681264608874482,0.15595971465059374,0.12495286980332737,0.0938227115593077,0.06259996162633236,0.031315433089016645,1.2246467991473532e-16
0.0,0.03127360999588377,0.06251635671441023,0.09369740733655081,0.12478598992987522,0.1557514238167342,0.18656314985238315,0.21719076058316988,0.24760403025501937,0.27777294464260405,0.30766773066976033,0.337258885791921,0.36651720711156366,0.3954138201979456,0.42392020758268184,0.4520082369030404,0.4796501886651916,0.5068187835999991,0.5334872095843671,0.5596291481015672,0.5852188002144361,0.6102309120258156,0.634640799601096,0.6584243733282824,0.6815581616915315,0.7040193344347065,0.7257857250920772,0.746835852863956,0.7671489438156427,0.7867049513787975,0.8054845761349809,0.8234692848618511,0.8406413288232133,0.8569837612848856,0.8724804542390727,0.887116114320768,0.9008762979004552,0.9137474253382277,0.9257167943852551,0.936772592719367,0.9469039096023905,0.956100746647731,0.9643540276875726,0.9716556077299597,0.9779982809969203,0.9833757880356999,0.9877828218960857,0.9912150333677259,0.9936690352722728,0.9951424058061229,0.9956336909304406,0.9951424058061229,0.9936690352722728,0.9912150333677259,0.987782821896086,0.9833757880357002,0.9779982809969203,0.9716556077299603,0.9643540276875738,0.9561007466477318,0.9469039096023912,0.936772592719367,0.9257167943852548,0.9137474253382274,0.9008762979004546,0.8871161143207681,0.8724804542390732,0.8569837612848858,0.8406413288232132,0.8234692848618504,0.8054845761349803,0.786704951378797,0.7671489438156418,0.7468358528639556,0.7257857250920775,0.7040193344347064,0.6815581616915322,0.6584243733282826,0.6346407996010967,0.6102309120258154,0.5852188002144364,0.5596291481015668,0.5334872095843675,0.5068187835999997,0.4796501886651922,0.4520082369030405,0.423920207582682,0.3954138201979457,0.3665172071115639,0.3372588857919209,0.30766773066976066,0.2777729446426042,0.24760403025501979,0.2171907605831699,0.1865631498523834,0.1557514238167341,0.12478598992987547,0.09369740733655091,0.06251635671441061,0.031273609995883855,1.2246467991473532e-16
0.0,0.031224220268778663,0.06241762600189775,0.0935494330739243,0.12458891814986678,0.1555054490053979,0.186268514757161,0.21684775597332892,0.24721299463469823,0.27733426391674953,0.30718183776328645,0.336726260222464,0.36593837451625544,0.394789351814675,0.42325071968634975,0.4512943901973723,0.4788926876307025,0.5060183757987557,0.5326446849222348,0.5587453380486681,0.5842945769845892,0.6092671877157656,0.6336385252903852,0.6573845381406495,0.6804817918187654,0.7029074921239196,0.7246395075973973,0.745656391363665,0.7659374022958431,0.7854625254846984,0.8042124919909398,0.8221687978613379,0.8393137223898876,0.8556303456060134,0.8711025649725281,0.8857151112769039,0.8994535637001302,0.9123043640483286,0.9242548301330527,0.9352931682870722,0.9454084850033055,0.9545907976853906,0.9628310444993037,0.9701210933162975,0.9764537497383269,0.9818227641980534,0.9862228381264156,0.9896496291816735,0.9920997555347765,0.9935707992068219,0.9940613084553065,0.9935707992068219,0.9920997555347765,0.9896496291816738,0.9862228381264162,0.9818227641980537,0.9764537497383269,0.9701210933162985,0.9628310444993049,0.9545907976853911,0.9454084850033061,0.9352931682870724,0.9242548301330522,0.9123043640483284,0.8994535637001297,0.8857151112769042,0.8711025649725287,0.8556303456060134,0.8393137223898871,0.822168797861337,0.804212491990939,0.7854625254846976,0.7659374022958424,0.7456563913636646,0.7246395075973974,0.7029074921239203,0.6804817918187661,0.6573845381406495,0.6336385252903853,0.6092671877157655,0.5842945769845893,0.5587453380486681,0.5326446849222352,0.5060183757987562,0.478892687630703,0.45129439019737283,0.42325071968634975,0.39478935181467506,0.3659383745162556,0.3367262602224639,0.3071818377632868,0.27733426391674987,0.24721299463469865,0.21684775597332911,0.18626851475716116,0.1555054490053979,0.12458891814986695,0.09354943307392448,0.06241762600189815,0.031224220268778746,1.2246467991473532e-16
0.0,0.031167275857520396,0.062303793376640174,0.09337882457372533,0.12436170214471842,0.1552218497300649,0.18592881208988898,0.21645228515963755,0.24676214595653484,0.2768284823073278,0.30662162236799123,0.33611216390625487,0.3652710033180555,0.39406936434928475,0.4224788264944716,0.45047135304439545,0.47801931875493,0.5050955371098256,0.5316732871505166,0.5577263398464842,0.5832289839801408,0.6081560515206967,0.6324829424619719,0.6561856490996278,0.6792407797238756,0.7016255817042685,0.7233179639438045,0.7442965186801633,0.764540542612592,0.7840300573335605,0.8027458290450362,0.8206693875399237,0.8377830444299246,0.8540699106018463,0.8695139128851126,0.8840998099140505,0.8978132071692657,0.9106405711833069,0.9225692428965591,0.9335874501502058,0.9436843193039334,0.9528498859668973,0.9610751048313724,0.968351858599383,0.974672965993493,0.980032188843859,0.9844242382445573,0.9878447797730865,0.9902904377679254,0.9917587986599006,0.9922484133540896,0.9917587986599006,0.9902904377679254,0.9878447797730869,0.984424238244558,0.9800321888438596,0.9746729659934932,0.9683518585993844,0.9610751048313734,0.9528498859668979,0.9436843193039337,0.933587450150206,0.9225692428965585,0.9106405711833065,0.8978132071692658,0.8840998099140508,0.8695139128851133,0.8540699106018461,0.8377830444299238,0.8206693875399228,0.8027458290450353,0.7840300573335593,0.7645405426125915,0.7442965186801629,0.7233179639438044,0.7016255817042701,0.6792407797238761,0.6561856490996276,0.6324829424619715,0.6081560515206972,0.5832289839801407,0.5577263398464848,0.531673287150517,0.5050955371098259,0.4780193187549305,0.4504713530443962,0.42247882649447166,0.39406936434928475,0.3652710033180556,0.3361121639062548,0.30662162236799156,0.2768284823073283,0.24676214595653514,0.21645228515963796,0.18592881208988896,0.15522184973006511,0.12436170214471845,0.09337882457372565,0.06230379337664048,0.03116727585752057,1.2246467991473532e-16
0.0,0.031102790539780212,0.06217488638038307,0.09318562311459344,0.12410439688922653,0.15490069460743514,0.18554412404145398,0.21600444382605724,0.24625159330313676,0.27625572218794103,0.30598722002770373,0.3354167454235838,0.3645152549870847,0.3932540320023742,0.4216047147662112,0.44953932457752865,0.477030293349028,0.5040504908135581,0.5305732512984076,0.5565724000411106,0.5820222790207742,0.6068977722794444,0.6311743307085315,0.6548279962758089,0.6778354256691043,0.7001739133333253,0.7218214138781112,0.7427565638339525,0.7629587027353767,0.7824078935103215,0.8010849421556211,0.8189714166791704,0.8360496652900752,0.8523028338188371,0.867714882350388,0.8822706010535473,0.895955625191287,0.9087564492969966,0.9206604405027459,0.9316558510064001,0.9417318296652848,0.9508784327049528,0.9590866335324851,0.9663483316446532,0.9726563606221362,0.9780044952019099,0.9823874574208334,0.9858009218243576,0.9882415197352291,0.989706842577966,0.9901954442558341,0.989706842577966,0.9882415197352293,0.9858009218243583,0.9823874574208344,0.9780044952019107,0.9726563606221371,0.9663483316446544,0.9590866335324857,0.9508784327049535,0.9417318296652851,0.9316558510064001,0.9206604405027452,0.9087564492969962,0.8959556251912879,0.8822706010535477,0.8677148823503883,0.8523028338188366,0.8360496652900743,0.8189714166791695,0.8010849421556201,0.78240789351032,0.7629587027353762,0.742756563833952,0.721821413878111,0.7001739133333275,0.6778354256691047,0.6548279962758087,0.6311743307085305,0.606897772279445,0.5820222790207741,0.5565724000411115,0.5305732512984079,0.5040504908135581,0.47703029334902863,0.44953932457752943,0.42160471476621164,0.39325403200237424,0.36451525498708476,0.3354167454235839,0.30598722002770395,0.2762557221879417,0.24625159330313695,0.21600444382605777,0.18554412404145387,0.15490069460743552,0.12410439688922653,0.09318562311459384,0.06217488638038325,0.031102790539780496,1.2246467991473532e-16
